-1.9999999974185272, -3.3320009373125277e-16
-1.9999741826895887, -3.3326673621737975e-08
-1.9997160379301144, -4.0312177858733766e-06
-1.9991867227899465, -3.2856693809115972e-05
-1.998202333458903, -0.00015836128259781807
-1.9965785602482922, -0.00054702056963321511
-1.9949535849428437, -0.0011755300529805671
-1.9922524135360384, -0.0026164586491239893
-1.9895415867043984, -0.0045911347212375568
-1.9868188539867009, -0.006947760667023949
-1.9819462563876153, -0.012047498340339031
-1.9770182206520195, -0.017984830552005816
-1.9720255067877892, -0.024676726993710756
-1.9669647879744734, -0.031905268363357768
-1.9618340421065088, -0.039530360433426434
-1.9566323921830773, -0.04744909308564247
-1.951359782107944, -0.05558334040892933
-1.9460167846279914, -0.063871833478226669
-1.9406044415590875, -0.072265759871991478
-1.9321021083172427, -0.085374335957440095
-1.9234456971358411, -0.09849932394548426
-1.9146369022478673, -0.11163770535940057
-1.9009844589670839, -0.13143602691311554
-1.8870316818213555, -0.15087828137012718
-1.8727884037692279, -0.17003787449096588
-1.8582963398077952, -0.18869482296064774
-1.8435686449714457, -0.20691503541160564
-1.8286275441600239, -0.22468175228996437
-1.8007543942090509, -0.25603967638020247
-1.7723785324667243, -0.28572202818410908
-1.7435947854532079, -0.31387835214537751
-1.7145650389251696, -0.34028100282522783
-1.6853637642527983, -0.3651220099443353
-1.6561070826830058, -0.38836636091477245
-1.6119475668946972, -0.42065044037542104
-1.568097607304336, -0.44971798853036193
-1.5248911321115823, -0.47543873768698885
-1.4824496334794648, -0.49825684330276621
-1.4408727274366524, -0.51851802606978215
-1.4004860803887778, -0.53589930553135656
-1.3610917226724588, -0.55133969861503318
-1.3229095293869668, -0.5646277404230251
-1.2860306504271219, -0.57585373094831971
-1.2502510829105706, -0.58567994833022552
-1.2158900213405162, -0.59361568745546767
-1.1828046031606554, -0.60010943550001117
-1.1508627586615141, -0.60551570366013385
-1.1200557155184039, -0.60991889112663455
-1.0904929767646709, -0.61318683427578347
-1.0622075192507705, -0.61532705270804233
-1.0348514443011627, -0.61695549579112996
-1.0086003514491009, -0.6177973403155762
-0.98349244120508894, -0.61781189363650513
-0.95911003575304576, -0.61766170102723339
-0.93583707251694204, -0.61674614549923068
-0.91347464055802885, -0.61537154441336783
-0.89194658449202135, -0.61364368450771145
-0.8712126632863717, -0.61160865363701633
-0.85126855217110919, -0.60925957985261958
-0.8081148366773685, -0.60281996934586912
-0.76842668097577682, -0.59545827384276384
-0.73194624333792324, -0.5873157515585925
-0.69840487576970589, -0.5785495425233822
-0.66772629894557678, -0.56908864586120433
-0.63888680766111972, -0.55995710215015482
-0.61234658753775006, -0.55045680754713944
-0.58736920030485895, -0.5412610731048928
-0.56465597733971862, -0.53148366130830182
-0.54294225618333902, -0.52234565623713314
-0.52287792604689531, -0.51305156247902217
-0.50384058081667404, -0.50413844969705024
-0.48634500450751117, -0.4949968366453561
-0.46995529039435113, -0.48598478296252301
-0.45421768436465398, -0.47746029904663922
-0.43948150228369975, -0.46901568164153806
-0.42542290445865089, -0.46088977476583803
-0.41242599200786445, -0.45267299796110105
-0.39967503494166789, -0.4450538591831088
-0.38832660145791614, -0.43694942334311371
-0.37611405969934708, -0.43031608253726317
-0.36741041932019369, -0.42130099614365868
-0.35551726010723489, -0.41565917563449739
-0.34896589163392272, -0.41085664043039039
-0.34318857134833874, -0.40566483797088715
-0.33675820494781, -0.4012691240405819
-0.3302376882159741, -0.39718082171978919
-0.32532817007282927, -0.39199057882265409
-0.31879230069628106, -0.38835632936106146
-0.31377438216204667, -0.38368941299115056
-0.30850674048280857, -0.3794305887618421
-0.30285033417658191, -0.37567686316729576
-0.29773212621155765, -0.37167655715231174
-0.29272471944922474, -0.36776996328672373
-0.28816634401251695, -0.36367816616276194
-0.28388649562273605, -0.35953419683897314
-0.27601206244809262, -0.35302413670132982
-0.26889341797625016, -0.34638458836588892
-0.26137689494693489, -0.34048803236478298
-0.25491297040882438, -0.33419278681940945
-0.24771864448488584, -0.32883481624029764
-0.24183038762724757, -0.32285443152614279
-0.23582183393045975, -0.3173101895624364
-0.23114999996962865, -0.31278843922548649
-0.22281466070221789, -0.30502629913050638
